 ,Track no,Slice no,X,Y,Distance,Velocity,Pixel Value,,,,,,,
905,28,55,98,286,0.532,0.266,14493,,,,,,-270,-23
906,28,56,92,287,0.785,0.392,20689,,,,,,-276,-22
907,28,57,94,290,0.465,0.233,15124,,,,,,-274,-19
908,28,58,95,294,0.532,0.266,20527,,,,,,-273,-15
909,28,59,93,294,0.258,0.129,18562,,,,,,-275,-15
910,28,60,77,297,2.1,1.05,18957,,,,,,-291,-12
911,28,61,58,322,4.051,2.025,20197,,,,,,-310,13
912,28,62,61,326,0.645,0.323,15333,,,,,,-307,17
913,28,63,70,332,1.395,0.698,13336,,,,,,-298,23
914,28,64,75,334,0.695,0.347,17895,,,,,,-293,25
915,28,65,80,338,0.826,0.413,15745,,,,,,-288,29
916,28,66,78,344,0.816,0.408,15401,,,,,,-290,35
917,28,67,84,344,0.774,0.387,15026,,,,,,-284,35
918,28,68,89,340,0.826,0.413,16272,,,,,,-279,31
919,28,69,100,336,1.51,0.755,15587,,,,,,-268,27
920,28,70,106,330,1.095,0.547,13874,,,,,,-262,21
921,28,71,121,326,2.003,1.001,11730,,,,,,-247,17
922,28,72,130,327,1.168,0.584,12766,,,,,,-238,18
923,28,73,130,325,0.258,0.129,12799,,,,,,-238,16
,,,,,,,,,,,,,,
924,30,1,301,344,-1,-1,64019,,,,,Track 30,0,0
925,30,2,302,335,1.168,0.584,58840,,,,,,1,-9
926,30,3,292,321,2.219,1.11,62656,,,,,,-9,-23
927,30,4,288,320,0.532,0.266,46878,,,,,,-13,-24
928,30,5,300,318,1.569,0.785,52799,,,,,,-1,-26
929,30,6,285,311,2.135,1.068,57971,,,,,,-16,-33
930,30,7,293,316,1.217,0.608,65513,,,,,,-8,-28
931,30,8,287,332,2.204,1.102,30039,,,,,,-14,-12
932,30,9,280,341,1.471,0.735,15738,,,,,,-21,-3
933,30,10,272,361,2.779,1.389,28396,,,,,,-29,17
934,30,11,279,364,0.982,0.491,17798,,,,,,-22,20
935,30,12,274,355,1.328,0.664,22066,,,,,,-27,11
936,30,13,272,349,0.816,0.408,23279,,,,,,-29,5
937,30,14,270,352,0.465,0.233,22758,,,,,,-31,8
938,30,15,265,356,0.826,0.413,20041,,,,,,-36,12
939,30,16,264,360,0.532,0.266,21696,,,,,,-37,16
940,30,17,266,376,2.08,1.04,22278,,,,,,-35,32
941,30,18,264,390,1.824,0.912,25580,,,,,,-37,46
942,30,19,262,400,1.316,0.658,28285,,,,,,-39,56
943,30,20,266,409,1.271,0.635,25651,,,,,,-35,65
944,30,21,269,423,1.847,0.923,23815,,,,,,-32,79
945,30,22,273,424,0.532,0.266,27090,,,,,,-28,80
946,30,23,266,419,1.11,0.555,22542,,,,,,-35,75
947,30,24,264,410,1.189,0.595,21864,,,,,,-37,66
948,30,25,263,401,1.168,0.584,22282,,,,,,-38,57
949,30,26,259,388,1.755,0.877,27934,,,,,,-42,44
950,30,27,257,377,1.442,0.721,25313,,,,,,-44,33
951,30,28,266,362,2.257,1.128,21352,,,,,,-35,18
952,30,29,272,350,1.731,0.865,28920,,,,,,-29,6
953,30,30,275,338,1.596,0.798,34646,,,,,,-26,-6
954,30,31,271,329,1.271,0.635,38302,,,,,,-30,-15
955,30,32,271,311,2.322,1.161,23741,,,,,,-30,-33
956,30,33,266,306,0.912,0.456,29416,,,,,,-35,-38
957,30,34,264,300,0.816,0.408,38659,,,,,,-37,-44
958,30,35,260,290,1.389,0.695,32264,,,,,,-41,-54
959,30,36,260,287,0.387,0.194,37770,,,,,,-41,-57
960,30,37,255,284,0.752,0.376,35787,,,,,,-46,-60
961,30,38,252,282,0.465,0.233,35299,,,,,,-49,-62
962,30,39,249,288,0.865,0.433,34162,,,,,,-52,-56
963,30,40,248,286,0.288,0.144,34344,,,,,,-53,-58
964,30,41,251,286,0.387,0.194,39606,,,,,,-50,-58
965,30,42,246,284,0.695,0.347,35037,,,,,,-55,-60
966,30,43,241,274,1.442,0.721,32145,,,,,,-60,-70
967,30,44,236,268,1.008,0.504,39196,,,,,,-65,-76
968,30,45,241,266,0.695,0.347,35208,,,,,,-60,-78
969,30,46,237,264,0.577,0.288,38299,,,,,,-64,-80
970,30,47,228,260,1.271,0.635,39838,,,,,,-73,-84
971,30,48,221,256,1.04,0.52,43173,,,,,,-80,-88
972,30,49,221,246,1.29,0.645,40890,,,,,,-80,-98
973,30,50,215,235,1.616,0.808,38954,,,,,,-86,-109
974,30,51,204,230,1.559,0.779,51540,,,,,,-97,-114
975,30,52,200,233,0.645,0.323,40824,,,,,,-101,-111
976,30,53,198,227,0.816,0.408,42522,,,,,,-103,-117
977,30,54,202,224,0.645,0.323,47942,,,,,,-99,-120
978,30,55,202,210,1.806,0.903,65089,,,,,,-99,-134
979,30,56,206,213,0.645,0.323,65303,,,,,,-95,-131
980,30,57,198,213,1.032,0.516,64877,,,,,,-103,-131
981,30,58,193,208,0.912,0.456,46055,,,,,,-108,-136
982,30,59,193,208,0,0,36532,,,,,,-108,-136
983,30,60,195,208,0.258,0.129,34198,,,,,,-106,-136
984,30,61,194,202,0.785,0.392,27235,,,,,,-107,-142
985,30,62,192,197,0.695,0.347,34890,,,,,,-109,-147
986,30,63,188,197,0.516,0.258,36169,,,,,,-113,-147
987,30,64,191,200,0.547,0.274,32085,,,,,,-110,-144
988,30,65,192,199,0.182,0.091,35306,,,,,,-109,-145
989,30,66,195,206,0.982,0.491,29768,,,,,,-106,-138
990,30,67,201,210,0.93,0.465,37836,,,,,,-100,-134
991,30,68,201,210,0,0,41567,,,,,,-100,-134
992,30,69,198,210,0.387,0.194,54109,,,,,,-103,-134
993,30,70,200,214,0.577,0.288,37540,,,,,,-101,-130
994,30,71,201,216,0.288,0.144,42004,,,,,,-100,-128
995,30,72,200,208,1.04,0.52,52357,,,,,,-101,-136
996,30,73,196,201,1.04,0.52,48746,,,,,,-105,-143
,,,,,,,,,,,,,,
997,32,1,249,347,-1,-1,57717,,,,,Track 32,0,0
998,32,2,253,373,3.393,1.697,65265,,,,,,4,26
999,32,3,274,391,3.568,1.784,48360,,,,,,25,44
1000,32,4,296,410,3.75,1.875,61625,,,,,,47,63
1001,32,5,322,393,4.007,2.004,52977,,,,,,73,46
1002,32,6,346,393,3.096,1.548,57246,,,,,,97,46
1003,32,7,373,402,3.671,1.836,50348,,,,,,124,55
1004,32,8,406,428,5.42,2.71,63415,,,,,,157,81
1005,32,9,406,428,0,0,56934,,,,,,157,81
1006,32,10,412,428,0.774,0.387,65517,,,,,,163,81
1007,32,11,442,424,3.904,1.952,36602,,,,,,193,77
1008,32,12,472,414,4.079,2.04,37984,,,,,,223,67
1009,32,13,478,420,1.095,0.547,31692,,,,,,229,73
1010,32,14,491,430,2.116,1.058,31488,,,,,,242,83
1011,32,15,494,450,2.609,1.304,39558,,,,,,245,103
1012,32,16,500,464,1.965,0.982,28194,,,,,,251,117
1013,32,17,504,468,0.73,0.365,21391,,,,,,255,121
1014,32,18,510,461,1.189,0.595,17573,,,,,,261,114
1015,32,19,506,452,1.271,0.635,17217,,,,,,257,105
1016,32,20,506,440,1.548,0.774,17070,,,,,,257,93
1017,32,21,505,432,1.04,0.52,12119,,,,,,256,85
1018,32,22,502,430,0.465,0.233,20150,,,,,,253,83
1019,32,23,498,424,0.93,0.465,17613,,,,,,249,77
1020,32,24,494,419,0.826,0.413,18287,,,,,,245,72
1021,32,25,494,408,1.419,0.71,18861,,,,,,245,61
1022,32,26,492,399,1.189,0.595,22124,,,,,,243,52
1023,32,27,493,397,0.288,0.144,27465,,,,,,244,50
1024,32,28,484,390,1.471,0.735,25554,,,,,,235,43
1025,32,29,476,387,1.102,0.551,26297,,,,,,227,40
1026,32,30,472,383,0.73,0.365,25348,,,,,,223,36
1027,32,31,464,374,1.553,0.777,20057,,,,,,215,27
1028,32,32,456,361,1.969,0.985,20750,,,,,,207,14
1029,32,33,458,355,0.816,0.408,23491,,,,,,209,8
1030,32,34,460,356,0.288,0.144,29549,,,,,,211,9
1031,32,35,456,355,0.532,0.266,25822,,,,,,207,8
1032,32,36,451,352,0.752,0.376,22232,,,,,,202,5
1033,32,37,443,350,1.064,0.532,17879,,,,,,194,3
1034,32,38,434,347,1.224,0.612,22177,,,,,,185,0
1035,32,39,427,342,1.11,0.555,24753,,,,,,178,-5
1036,32,40,424,347,0.752,0.376,29556,,,,,,175,0
1037,32,41,426,347,0.258,0.129,29163,,,,,,177,0
1038,32,42,432,343,0.93,0.465,25083,,,,,,183,-4
1039,32,43,436,338,0.826,0.413,19127,,,,,,187,-9
1040,32,44,440,334,0.73,0.365,28080,,,,,,191,-13
1041,32,45,446,332,0.816,0.408,25730,,,,,,197,-15
1042,32,46,452,331,0.785,0.392,31345,,,,,,203,-16
1043,32,47,454,326,0.695,0.347,27077,,,,,,205,-21
1044,32,48,456,324,0.365,0.182,31503,,,,,,207,-23
1045,32,49,457,320,0.532,0.266,38591,,,,,,208,-27
1046,32,50,457,314,0.774,0.387,29399,,,,,,208,-33
1047,32,51,457,309,0.645,0.323,32689,,,,,,208,-38
1048,32,52,454,306,0.547,0.274,43587,,,,,,205,-41
1049,32,53,458,296,1.389,0.695,47126,,,,,,209,-51
1050,32,54,461,292,0.645,0.323,43959,,,,,,212,-55
1051,32,55,458,286,0.865,0.433,40978,,,,,,209,-61
1052,32,56,451,274,1.792,0.896,61940,,,,,,202,-73
1053,32,57,453,278,0.577,0.288,65257,,,,,,204,-69
1054,32,58,447,267,1.616,0.808,65324,,,,,,198,-80
1055,32,59,440,264,0.982,0.491,44342,,,,,,191,-83
1056,32,60,434,256,1.29,0.645,36456,,,,,,185,-91
1057,32,61,431,243,1.721,0.861,24893,,,,,,182,-104
1058,32,62,437,236,1.189,0.595,17412,,,,,,188,-111
1059,32,63,434,234,0.465,0.233,12386,,,,,,185,-113
1060,32,64,431,229,0.752,0.376,17890,,,,,,182,-118
1061,32,65,436,234,0.912,0.456,23306,,,,,,187,-113
1062,32,66,441,226,1.217,0.608,34917,,,,,,192,-121
1063,32,67,444,213,1.721,0.861,24979,,,,,,195,-134
1064,32,68,441,203,1.347,0.673,18800,,,,,,192,-144
1065,32,69,448,204,0.912,0.456,31826,,,,,,199,-143
1066,32,70,454,200,0.93,0.465,19044,,,,,,205,-147
1067,32,71,458,202,0.577,0.288,18065,,,,,,209,-145
1068,32,72,461,202,0.387,0.194,14137,,,,,,212,-145
1069,32,73,466,197,0.912,0.456,16142,,,,,,217,-150
,,,,,,,,,,,,,,
1070,34,1,394,342,-1,-1,55611,,,,,Track 34,0,0
1071,34,2,398,342,0.516,0.258,48490,,,,,,4,0
1072,34,3,398,340,0.258,0.129,28802,,,,,,4,-2
1073,34,4,387,336,1.51,0.755,23400,,,,,,-7,-6
1074,34,5,386,336,0.129,0.065,14305,,,,,,-8,-6
1075,34,6,388,344,1.064,0.532,14159,,,,,,-6,2
1076,34,7,388,344,0,0,18327,,,,,,-6,2
1077,34,8,376,347,1.596,0.798,14138,,,,,,-18,5
1078,34,9,351,375,4.842,2.421,18141,,,,,,-43,33
1079,34,10,359,396,2.899,1.449,14567,,,,,,-35,54
1080,34,11,372,404,1.969,0.985,18197,,,,,,-22,62
1081,34,12,398,418,3.809,1.905,15568,,,,,,4,76
1082,34,13,438,429,5.352,2.676,19490,,,,,,44,87
1083,34,14,447,442,2.04,1.02,15901,,,,,,53,100
1084,34,15,454,441,0.912,0.456,16423,,,,,,60,99
1085,34,16,451,446,0.752,0.376,10326,,,,,,57,104
1086,34,17,421,450,3.904,1.952,12519,,,,,,27,108
1087,34,18,411,455,1.442,0.721,20438,,,,,,17,113
1088,34,19,405,458,0.865,0.433,15007,,,,,,11,116
1089,34,20,403,459,0.288,0.144,12660,,,,,,9,117
1090,34,21,400,464,0.752,0.376,16450,,,,,,6,122
1091,34,22,404,472,1.154,0.577,22549,,,,,,10,130
1092,34,23,414,470,1.316,0.658,19742,,,,,,20,128
1093,34,24,423,478,1.553,0.777,30718,,,,,,29,136
1094,34,25,432,486,1.553,0.777,26128,,,,,,38,144
1095,34,26,440,490,1.154,0.577,30527,,,,,,46,148
1096,34,27,454,492,1.824,0.912,29354,,,,,,60,150
1097,34,28,461,502,1.575,0.787,30563,,,,,,67,160
1098,34,29,456,507,0.912,0.456,37193,,,,,,62,165
1099,34,30,452,503,0.73,0.365,65503,,,,,,58,161
1100,34,31,446,487,2.204,1.102,59614,,,,,,52,145
1101,34,32,434,484,1.596,0.798,28743,,,,,,40,142
1102,34,33,419,484,1.935,0.968,29482,,,,,,25,142
1103,34,34,403,486,2.08,1.04,24498,,,,,,9,144
1104,34,35,386,490,2.253,1.126,10079,,,,,,-8,148
1105,34,36,380,482,1.29,0.645,16929,,,,,,-14,140
1106,34,37,370,476,1.504,0.752,14451,,,,,,-24,134
1107,34,38,362,466,1.652,0.826,16557,,,,,,-32,124
1108,34,39,364,469,0.465,0.233,25596,,,,,,-30,127
1109,34,40,359,470,0.658,0.329,16789,,,,,,-35,128
1110,34,41,356,480,1.347,0.673,17634,,,,,,-38,138
1111,34,42,346,495,2.326,1.163,25207,,,,,,-48,153
1112,34,43,346,497,0.258,0.129,20940,,,,,,-48,155
1113,34,44,342,502,0.826,0.413,20819,,,,,,-52,160
1114,34,45,342,486,2.064,1.032,16070,,,,,,-52,144
1115,34,46,339,481,0.752,0.376,25591,,,,,,-55,139
1116,34,47,334,470,1.559,0.779,28230,,,,,,-60,128
1117,34,48,338,460,1.389,0.695,30069,,,,,,-56,118
1118,34,49,342,451,1.271,0.635,14483,,,,,,-52,109
1119,34,50,348,446,1.008,0.504,25324,,,,,,-46,104
1120,34,51,348,436,1.29,0.645,22961,,,,,,-46,94
1121,34,52,351,427,1.224,0.612,34701,,,,,,-43,85
1122,34,53,353,418,1.189,0.595,26888,,,,,,-41,76
1123,34,54,359,406,1.731,0.865,30181,,,,,,-35,64
1124,34,55,362,392,1.847,0.923,21359,,,,,,-32,50
1125,34,56,364,378,1.824,0.912,30542,,,,,,-30,36
1126,34,57,366,368,1.316,0.658,21134,,,,,,-28,26
1127,34,58,371,356,1.677,0.839,22755,,,,,,-23,14
1128,34,59,366,348,1.217,0.608,21248,,,,,,-28,6
1129,34,60,362,340,1.154,0.577,27730,,,,,,-32,-2
1130,34,61,355,332,1.371,0.686,30927,,,,,,-39,-10
1131,34,62,350,321,1.559,0.779,28175,,,,,,-44,-21
1132,34,63,345,310,1.559,0.779,27737,,,,,,-49,-32
1133,34,64,344,299,1.425,0.712,29394,,,,,,-50,-43
1134,34,65,348,287,1.632,0.816,33366,,,,,,-46,-55
1135,34,66,356,280,1.371,0.686,26859,,,,,,-38,-62
1136,34,67,357,272,1.04,0.52,30513,,,,,,-37,-70
1137,34,68,360,268,0.645,0.323,54018,,,,,,-34,-74
1138,34,69,364,256,1.632,0.816,41395,,,,,,-30,-86
1139,34,70,364,248,1.032,0.516,39300,,,,,,-30,-94
1140,34,71,362,247,0.288,0.144,65419,,,,,,-32,-95
1141,34,72,348,252,1.918,0.959,65349,,,,,,-46,-90
1142,34,73,352,258,0.93,0.465,33171,,,,,,-42,-84
,,,,,,,,,,,,,,
1143,36,1,377,378,-1,-1,36974,,,,,Track 36,0,0
1144,36,2,364,345,4.575,2.288,28726,,,,,,-13,-33
1145,36,3,356,334,1.755,0.877,17376,,,,,,-21,-44
1146,36,4,347,337,1.224,0.612,12230,,,,,,-30,-41
1147,36,5,342,343,1.008,0.504,20399,,,,,,-35,-35
1148,36,6,332,348,1.442,0.721,15524,,,,,,-45,-30
1149,36,7,316,359,2.505,1.252,8509,,,,,,-61,-19
1150,36,8,320,376,2.253,1.126,12084,,,,,,-57,-2
1151,36,9,308,389,2.282,1.141,12040,,,,,,-69,11
1152,36,10,298,400,1.918,0.959,10597,,,,,,-79,22
1153,36,11,290,402,1.064,0.532,17044,,,,,,-87,24
1154,36,12,268,408,2.942,1.471,14169,,,,,,-109,30
1155,36,13,258,411,1.347,0.673,16051,,,,,,-119,33
1156,36,14,252,419,1.29,0.645,15054,,,,,,-125,41
1157,36,15,244,424,1.217,0.608,16942,,,,,,-133,46
1158,36,16,241,434,1.347,0.673,13511,,,,,,-136,56
1159,36,17,234,424,1.575,0.787,9876,,,,,,-143,46
1160,36,18,246,446,3.233,1.616,16276,,,,,,-131,68
1161,36,19,261,467,3.329,1.665,23113,,,,,,-116,89
1162,36,20,277,502,4.964,2.482,20229,,,,,,-100,124
,,,,,,,,,,,,,,
1163,37,1,316,392,-1,-1,49807,,,,,Track 37,0,0
1164,37,2,326,392,1.29,0.645,46069,,,,,,10,0
1165,37,3,340,383,2.147,1.073,37895,,,,,,24,-9
1166,37,4,372,394,4.365,2.183,28416,,,,,,56,2
1167,37,5,401,430,5.963,2.982,42289,,,,,,85,38
1168,37,6,450,434,6.342,3.171,32438,,,,,,134,42
1169,37,7,481,418,4.5,2.25,22003,,,,,,165,26
1170,37,8,504,419,2.97,1.485,19578,,,,,,188,27
,,,,,,,,,,,,,,
1171,38,1,196,392,-1,-1,46677,,,,,Track 38,0,0
1172,38,2,208,390,1.569,0.785,37012,,,,,,12,-2
1173,38,3,208,386,0.516,0.258,24988,,,,,,12,-6
1174,38,4,192,393,2.253,1.126,26717,,,,,,-4,1
1175,38,5,185,409,2.253,1.126,29252,,,,,,-11,17
1176,38,6,169,418,2.368,1.184,25982,,,,,,-27,26
1177,38,7,158,412,1.616,0.808,21294,,,,,,-38,20
1178,38,8,162,412,0.516,0.258,20636,,,,,,-34,20
1179,38,9,180,406,2.448,1.224,31163,,,,,,-16,14
1180,38,10,202,395,3.173,1.586,30563,,,,,,6,3
1181,38,11,224,381,3.364,1.682,19564,,,,,,28,-11
1182,38,12,227,378,0.547,0.274,23920,,,,,,31,-14
1183,38,13,230,377,0.408,0.204,24651,,,,,,34,-15
1184,38,14,226,378,0.532,0.266,24691,,,,,,30,-14
1185,38,15,226,384,0.774,0.387,23102,,,,,,30,-8
1186,38,16,216,387,1.347,0.673,33963,,,,,,20,-5
1187,38,17,201,393,2.084,1.042,29782,,,,,,5,1
1188,38,18,200,393,0.129,0.065,33620,,,,,,4,1
1189,38,19,203,388,0.752,0.376,37701,,,,,,7,-4
1190,38,20,215,386,1.569,0.785,42187,,,,,,19,-6
1191,38,21,229,387,1.811,0.905,38790,,,,,,33,-5
1192,38,22,224,386,0.658,0.329,65505,,,,,,28,-6
1193,38,23,214,393,1.575,0.787,53419,,,,,,18,1
1194,38,24,228,373,3.149,1.575,37860,,,,,,32,-19
1195,38,25,232,354,2.505,1.252,29981,,,,,,36,-38
1196,38,26,226,344,1.504,0.752,22341,,,,,,30,-48
1197,38,27,220,356,1.731,0.865,21963,,,,,,24,-36
1198,38,28,212,352,1.154,0.577,23500,,,,,,16,-40
1199,38,29,209,349,0.547,0.274,21219,,,,,,13,-43
1200,38,30,200,340,1.642,0.821,21657,,,,,,4,-52
1201,38,31,189,328,2.1,1.05,23417,,,,,,-7,-64
1202,38,32,180,334,1.395,0.698,24585,,,,,,-16,-58
1203,38,33,182,341,0.939,0.47,21892,,,,,,-14,-51
1204,38,34,192,349,1.652,0.826,21946,,,,,,-4,-43
1205,38,35,207,340,2.257,1.128,31907,,,,,,11,-52
1206,38,36,229,321,3.75,1.875,26814,,,,,,33,-71
1207,38,37,234,319,0.695,0.347,26707,,,,,,38,-73
1208,38,38,229,321,0.695,0.347,23198,,,,,,33,-71
1209,38,39,215,331,2.219,1.11,18013,,,,,,19,-61
1210,38,40,206,332,1.168,0.584,14684,,,,,,10,-60
1211,38,41,206,336,0.516,0.258,22910,,,,,,10,-56
1212,38,42,202,332,0.73,0.365,21149,,,,,,6,-60
1213,38,43,205,321,1.471,0.735,18330,,,,,,9,-71
1214,38,44,204,308,1.682,0.841,16487,,,,,,8,-84
1215,38,45,202,294,1.824,0.912,16688,,,,,,6,-98
1216,38,46,199,287,0.982,0.491,21258,,,,,,3,-105
1217,38,47,193,278,1.395,0.698,17779,,,,,,-3,-114
1218,38,48,180,276,1.697,0.848,23039,,,,,,-16,-116
1219,38,49,170,289,2.116,1.058,22392,,,,,,-26,-103
1220,38,50,158,296,1.792,0.896,13041,,,,,,-38,-96
1221,38,51,153,302,1.008,0.504,19168,,,,,,-43,-90
1222,38,52,146,308,1.189,0.595,22144,,,,,,-50,-84
1223,38,53,139,307,0.912,0.456,14891,,,,,,-57,-85
1224,38,54,140,301,0.785,0.392,19223,,,,,,-56,-91
1225,38,55,140,294,0.903,0.452,18409,,,,,,-56,-98
1226,38,56,136,284,1.389,0.695,13512,,,,,,-60,-108
1227,38,57,138,282,0.365,0.182,21856,,,,,,-58,-110
1228,38,58,144,282,0.774,0.387,24488,,,,,,-52,-110
1229,38,59,147,279,0.547,0.274,21801,,,,,,-49,-113
1230,38,60,150,277,0.465,0.233,20043,,,,,,-46,-115
1231,38,61,153,275,0.465,0.233,21136,,,,,,-43,-117
1232,38,62,159,274,0.785,0.392,17601,,,,,,-37,-118
1233,38,63,174,268,2.084,1.042,25018,,,,,,-22,-124
1234,38,64,180,267,0.785,0.392,22773,,,,,,-16,-125
1235,38,65,190,270,1.347,0.673,30669,,,,,,-6,-122
1236,38,66,195,267,0.752,0.376,65390,,,,,,-1,-125
1237,38,67,183,256,2.1,1.05,65419,,,,,,-13,-136
1238,38,68,175,252,1.154,0.577,25341,,,,,,-21,-140
1239,38,69,170,238,1.918,0.959,24335,,,,,,-26,-154
1240,38,70,168,218,2.593,1.296,23980,,,,,,-28,-174
1241,38,71,168,198,2.58,1.29,16679,,,,,,-28,-194
1242,38,72,167,188,1.296,0.648,24088,,,,,,-29,-204
1243,38,73,160,182,1.189,0.595,21983,,,,,,-36,-210
,,,,,,,,,,,,,,
1244,40,1,255,410,-1,-1,63671,,,,,Track 40,0,0
1245,40,2,296,422,5.511,2.755,65512,,,,,,41,12
1246,40,3,323,424,3.493,1.746,52434,,,,,,68,14
1247,40,4,350,448,4.66,2.33,50472,,,,,,95,38
1248,40,5,396,477,7.015,3.507,53825,,,,,,141,67
1249,40,6,388,498,2.899,1.449,30582,,,,,,133,88
,,,,,,,,,,,,,,
1250,41,1,161,468,-1,-1,47182,,,,,Track 41,0,0
1251,41,2,164,469,0.408,0.204,45636,,,,,,3,1
1252,41,3,163,460,1.168,0.584,60323,,,,,,2,-8
1253,41,4,160,465,0.752,0.376,65514,,,,,,-1,-3
1254,41,5,153,470,1.11,0.555,28700,,,,,,-8,2
1255,41,6,140,478,1.969,0.985,22763,,,,,,-21,10
1256,41,7,138,474,0.577,0.288,18671,,,,,,-23,6
1257,41,8,133,468,1.008,0.504,19513,,,,,,-28,0
1258,41,9,132,462,0.785,0.392,20872,,,,,,-29,-6
1259,41,10,132,452,1.29,0.645,20006,,,,,,-29,-16
1260,41,11,139,437,2.135,1.068,24828,,,,,,-22,-31
1261,41,12,138,423,1.811,0.905,15343,,,,,,-23,-45
1262,41,13,151,424,1.682,0.841,14465,,,,,,-10,-44
1263,41,14,178,405,4.259,2.129,26272,,,,,,17,-63
1264,41,15,169,404,1.168,0.584,19641,,,,,,8,-64
1265,41,16,171,409,0.695,0.347,23505,,,,,,10,-59
1266,41,17,158,420,2.197,1.098,33139,,,,,,-3,-48
1267,41,18,152,410,1.504,0.752,24700,,,,,,-9,-58
1268,41,19,157,411,0.658,0.329,24736,,,,,,-4,-57
1269,41,20,160,410,0.408,0.204,22932,,,,,,-1,-58
1270,41,21,164,408,0.577,0.288,18267,,,,,,3,-60
1271,41,22,164,408,0,0,21992,,,,,,3,-60
1272,41,23,156,399,1.553,0.777,21488,,,,,,-5,-69
1273,41,24,156,399,0,0,19968,,,,,,-5,-69
1274,41,25,156,399,0,0,19576,,,,,,-5,-69
1275,41,26,172,408,2.368,1.184,22445,,,,,,11,-60
1276,41,27,178,404,0.93,0.465,18512,,,,,,17,-64
1277,41,28,182,391,1.755,0.877,16935,,,,,,21,-77
1278,41,29,179,382,1.224,0.612,18796,,,,,,18,-86
1279,41,30,172,374,1.371,0.686,21846,,,,,,11,-94
1280,41,31,165,378,1.04,0.52,21628,,,,,,4,-90
1281,41,32,168,380,0.465,0.233,20666,,,,,,7,-88
1282,41,33,175,383,0.982,0.491,19451,,,,,,14,-85
1283,41,34,182,386,0.982,0.491,20032,,,,,,21,-82
1284,41,35,169,373,2.372,1.186,20368,,,,,,8,-95
1285,41,36,156,368,1.797,0.898,17006,,,,,,-5,-100
1286,41,37,153,368,0.387,0.194,25052,,,,,,-8,-100
1287,41,38,158,373,0.912,0.456,24380,,,,,,-3,-95
1288,41,39,186,369,3.649,1.824,25962,,,,,,25,-99
1289,41,40,194,369,1.032,0.516,26840,,,,,,33,-99
1290,41,41,194,369,0,0,21611,,,,,,33,-99
1291,41,42,189,362,1.11,0.555,28376,,,,,,28,-106
1292,41,43,192,354,1.102,0.551,23821,,,,,,31,-114
1293,41,44,188,349,0.826,0.413,25211,,,,,,27,-119
1294,41,45,181,342,1.277,0.639,26330,,,,,,20,-126
1295,41,46,177,337,0.826,0.413,26615,,,,,,16,-131
1296,41,47,172,328,1.328,0.664,35274,,,,,,11,-140
1297,41,48,170,330,0.365,0.182,65513,,,,,,9,-138
1298,41,49,155,342,2.478,1.239,65511,,,,,,-6,-126
1299,41,50,144,346,1.51,0.755,23466,,,,,,-17,-122
1300,41,51,137,349,0.982,0.491,24462,,,,,,-24,-119
1301,41,52,125,351,1.569,0.785,21073,,,,,,-36,-117
1302,41,53,122,350,0.408,0.204,22647,,,,,,-39,-118
1303,41,54,123,345,0.658,0.329,23951,,,,,,-38,-123
1304,41,55,126,338,0.982,0.491,15770,,,,,,-35,-130
1305,41,56,132,330,1.29,0.645,21990,,,,,,-29,-138
1306,41,57,139,324,1.189,0.595,20848,,,,,,-22,-144
1307,41,58,144,324,0.645,0.323,17066,,,,,,-17,-144
1308,41,59,156,318,1.731,0.865,15763,,,,,,-5,-150
1309,41,60,165,317,1.168,0.584,10363,,,,,,4,-151
1310,41,61,172,316,0.912,0.456,11787,,,,,,11,-152
1311,41,62,184,315,1.553,0.777,12436,,,,,,23,-153
1312,41,63,198,315,1.806,0.903,8994,,,,,,37,-153
1313,41,64,204,318,0.865,0.433,27976,,,,,,43,-150
1314,41,65,232,332,4.038,2.019,32619,,,,,,71,-136
1315,41,66,251,336,2.505,1.252,17872,,,,,,90,-132
1316,41,67,267,335,2.068,1.034,28141,,,,,,106,-133
1317,41,68,282,335,1.935,0.968,16311,,,,,,121,-133
1318,41,69,292,334,1.296,0.648,21796,,,,,,131,-134
1319,41,70,304,332,1.569,0.785,26092,,,,,,143,-136
1320,41,71,315,326,1.616,0.808,16020,,,,,,154,-142
1321,41,72,323,326,1.032,0.516,20416,,,,,,162,-142
1322,41,73,328,322,0.826,0.413,15381,,,,,,167,-146
,,,,,,,,,,,,,,
1323,43,1,420,454,-1,-1,63716,,,,,Track 43,0,0
1324,43,2,403,488,4.904,2.452,65514,,,,,,-17,34
,,,,,,,,,,,,,,
1325,44,1,50,496,-1,-1,42717,,,,,Track 44,0,0
1326,44,2,48,490,0.816,0.408,27654,,,,,,-2,-6
1327,44,3,47,486,0.532,0.266,20519,,,,,,-3,-10
1328,44,4,40,490,1.04,0.52,16022,,,,,,-10,-6
1329,44,5,40,486,0.516,0.258,17640,,,,,,-10,-10
1330,44,6,39,490,0.532,0.266,16545,,,,,,-11,-6
1331,44,7,37,490,0.258,0.129,16651,,,,,,-13,-6
1332,44,8,37,490,0,0,14746,,,,,,-13,-6
1333,44,9,34,488,0.465,0.233,15465,,,,,,-16,-8
1334,44,10,31,488,0.387,0.194,15438,,,,,,-19,-8
1335,44,11,33,488,0.258,0.129,16010,,,,,,-17,-8
1336,44,12,32,489,0.182,0.091,15389,,,,,,-18,-7
1337,44,13,31,488,0.182,0.091,15597,,,,,,-19,-8
